no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;required_car_parking_space;room_type_reserved;lead_time;arrival_month;arrival_date;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status
3;0;2;2;0;Room_Type 4;132;10;16;0;0;0;151.2;0;Canceled
2;0;2;3;0;Room_Type 1;109;4;28;0;0;0;97.75;1;Not_Canceled
2;0;0;3;0;Room_Type 1;24;9;17;0;0;0;117.67;1;Not_Canceled
1;0;0;2;0;Room_Type 1;33;4;20;0;0;0;81.09;1;Not_Canceled
1;0;2;3;0;Room_Type 1;39;11;11;0;0;0;73.81;1;Not_Canceled
2;0;0;2;0;Room_Type 1;0;3;29;0;0;0;0;1;Not_Canceled
2;0;0;1;0;Room_Type 4;1;9;22;0;0;0;107;0;Not_Canceled
2;0;0;1;0;Room_Type 1;2;10;11;0;0;0;92.98;0;Not_Canceled
3;0;2;2;0;Room_Type 4;6;4;8;0;0;0;148.5;0;Canceled
1;0;1;1;0;Room_Type 1;0;9;7;0;0;0;98.8;0;Not_Canceled
1;0;0;3;0;Room_Type 1;71;6;14;0;0;0;120;0;Not_Canceled
1;0;1;0;0;Room_Type 1;0;10;5;0;0;0;109;0;Not_Canceled
1;0;1;3;0;Room_Type 1;118;6;6;0;0;0;110;0;Not_Canceled
2;0;1;2;0;Room_Type 1;280;9;19;0;0;0;110;0;Canceled
1;0;0;1;0;Room_Type 1;14;10;15;0;0;0;100;0;Not_Canceled
2;0;0;1;0;Room_Type 1;0;12;11;0;0;0;75;1;Not_Canceled
2;0;0;3;0;Room_Type 1;36;10;20;0;0;0;85;0;Not_Canceled
2;0;0;3;0;Room_Type 1;20;9;22;0;0;0;134.1;1;Not_Canceled
2;0;1;0;0;Room_Type 1;46;9;19;0;0;0;125.1;1;Not_Canceled
2;0;0;2;0;Room_Type 1;377;10;14;0;0;0;115;1;Canceled
2;0;2;4;0;Room_Type 4;119;4;28;0;0;0;103.7;0;Canceled
2;0;0;3;0;Room_Type 1;279;10;12;0;0;0;110;0;Canceled
2;0;1;4;0;Room_Type 1;77;3;16;0;0;0;68.85;0;Not_Canceled
2;0;2;5;0;Room_Type 1;108;4;27;0;0;0;97.02;1;Not_Canceled
3;0;0;2;0;Room_Type 4;110;9;23;0;0;0;168.3;0;Canceled
2;0;0;1;0;Room_Type 6;1;12;15;1;0;3;0;1;Not_Canceled
1;0;0;1;0;Room_Type 1;2;10;13;0;0;0;109.65;0;Not_Canceled
2;0;2;2;0;Room_Type 1;161;7;30;0;0;0;89.25;1;Not_Canceled
2;1;0;2;0;Room_Type 1;0;6;28;0;0;0;143.5;2;Not_Canceled
2;0;0;2;0;Room_Type 1;216;8;30;0;0;0;80.75;0;Not_Canceled
1;0;0;2;0;Room_Type 1;2;12;14;1;0;22;65;1;Not_Canceled
2;0;2;3;0;Room_Type 4;42;2;14;0;0;0;90.76;1;Not_Canceled
2;0;1;1;0;Room_Type 1;54;3;28;0;0;0;80.1;0;Canceled
2;0;2;1;0;Room_Type 1;150;1;2;0;0;0;101;0;Not_Canceled
2;0;1;1;1;Room_Type 4;4;6;18;0;0;0;160.5;1;Not_Canceled
2;0;2;2;0;Room_Type 1;105;9;4;0;0;0;118.8;2;Not_Canceled
2;0;1;4;0;Room_Type 4;144;5;25;0;0;0;92.55;1;Not_Canceled
2;0;1;4;0;Room_Type 4;96;5;23;0;0;0;141.6;1;Not_Canceled
2;0;0;3;0;Room_Type 4;45;2;18;0;0;0;48.67;0;Not_Canceled
2;0;2;5;0;Room_Type 4;151;6;16;0;0;0;119.97;0;Canceled
2;0;0;3;0;Room_Type 1;184;11;24;0;0;0;69.9;0;Canceled
1;0;1;1;0;Room_Type 1;301;7;30;0;0;0;90;0;Not_Canceled
1;0;0;1;0;Room_Type 1;2;10;26;0;0;0;104;0;Not_Canceled
2;0;2;1;0;Room_Type 1;145;8;29;0;0;0;94.5;0;Not_Canceled
0;2;1;4;0;Room_Type 2;39;2;22;0;0;0;68.76;0;Not_Canceled
2;0;2;4;0;Room_Type 4;45;11;13;0;0;0;68;0;Not_Canceled
1;0;0;3;0;Room_Type 1;163;10;5;0;0;0;100.8;0;Canceled
1;0;0;1;0;Room_Type 1;0;5;25;1;2;4;0;3;Not_Canceled
3;0;1;1;0;Room_Type 4;55;9;10;0;0;0;168.3;1;Not_Canceled
1;0;1;0;0;Room_Type 1;111;10;10;0;0;0;120;0;Canceled
2;0;2;5;0;Room_Type 1;144;9;7;0;0;0;116.1;1;Not_Canceled
2;0;1;0;0;Room_Type 1;4;10;2;0;0;0;140;0;Canceled
2;0;2;5;0;Room_Type 4;132;8;3;0;0;0;82.45;0;Not_Canceled
3;0;0;2;0;Room_Type 4;153;7;26;0;0;0;137.7;0;Canceled
2;0;0;2;0;Room_Type 1;16;9;27;0;0;0;129;1;Canceled
2;0;1;2;0;Room_Type 1;168;4;22;0;0;0;85;0;Canceled
3;0;2;3;0;Room_Type 4;170;8;11;0;0;0;130.05;2;Canceled
2;0;0;3;0;Room_Type 1;64;3;31;0;0;0;80.1;1;Not_Canceled
2;0;0;3;0;Room_Type 4;95;10;20;0;0;0;132.3;0;Canceled
1;0;2;1;0;Room_Type 1;93;10;15;0;0;0;115;0;Canceled
2;0;0;1;0;Room_Type 1;39;12;27;0;0;0;65;0;Not_Canceled
2;0;0;3;0;Room_Type 1;34;10;26;0;0;0;109;3;Not_Canceled
2;0;0;2;0;Room_Type 1;265;6;24;0;0;0;115;1;Canceled
2;0;2;1;1;Room_Type 1;193;9;10;0;0;0;106.71;2;Canceled
1;0;0;1;0;Room_Type 1;1;2;17;1;0;11;66;1;Not_Canceled
2;0;0;3;0;Room_Type 1;19;10;6;1;1;0;90;0;Not_Canceled
2;0;0;3;0;Room_Type 1;202;10;20;0;0;0;96.3;2;Canceled
2;0;2;3;0;Room_Type 1;179;8;23;0;0;0;76.5;1;Not_Canceled
2;0;0;1;0;Room_Type 1;184;4;30;0;0;0;118;1;Canceled
3;0;1;1;0;Room_Type 1;105;12;26;0;0;0;95.37;1;Not_Canceled
2;0;0;3;0;Room_Type 1;8;11;24;0;0;0;108.67;2;Not_Canceled
2;0;0;4;0;Room_Type 4;169;5;25;0;0;0;123.25;0;Canceled
2;0;2;2;0;Room_Type 1;15;9;11;0;0;0;107.75;1;Not_Canceled
3;0;0;4;0;Room_Type 4;162;7;6;0;0;0;130.05;1;Canceled
2;1;1;1;0;Room_Type 1;113;8;1;0;0;0;121.5;0;Canceled
2;0;0;2;0;Room_Type 1;256;6;15;0;0;0;115;1;Canceled
2;0;0;2;0;Room_Type 1;292;7;21;0;0;0;115;0;Canceled
2;0;1;1;0;Room_Type 1;120;5;2;0;0;0;94.5;1;Not_Canceled
2;0;0;1;0;Room_Type 1;19;9;24;0;0;0;149;1;Canceled
2;0;0;2;0;Room_Type 1;30;9;30;0;0;0;121;0;Not_Canceled
2;0;0;4;0;Room_Type 1;56;3;29;0;0;0;85.85;1;Not_Canceled
1;0;1;3;0;Room_Type 1;74;11;7;0;0;0;177.3;0;Not_Canceled
2;0;1;5;0;Room_Type 4;142;9;20;0;0;0;143.1;0;Canceled
2;0;2;1;0;Room_Type 1;124;8;8;0;0;0;94.5;0;Canceled
2;0;2;2;0;Room_Type 1;81;10;25;0;0;0;89.25;1;Canceled
2;0;0;5;0;Room_Type 1;149;7;12;0;0;0;99.45;1;Not_Canceled
2;0;1;3;0;Room_Type 1;75;3;28;0;0;0;82.45;0;Not_Canceled
2;0;0;2;0;Room_Type 1;257;7;1;0;0;0;101.5;0;Canceled
2;0;2;3;0;Room_Type 4;66;4;15;0;0;0;108.8;0;Not_Canceled
2;0;0;3;0;Room_Type 1;204;5;5;0;0;0;100;0;Canceled
2;0;1;3;0;Room_Type 1;106;5;2;0;0;0;65.79;0;Canceled
2;0;0;4;0;Room_Type 1;90;4;12;0;0;0;80.75;0;Not_Canceled
2;0;1;2;0;Room_Type 2;76;3;14;0;0;0;69.52;1;Not_Canceled
3;0;0;1;0;Room_Type 4;191;11;25;0;0;0;114.3;0;Canceled
2;0;0;2;0;Room_Type 4;20;1;29;0;0;0;77.6;0;Not_Canceled
1;0;0;3;0;Room_Type 1;57;7;20;1;0;2;40;1;Not_Canceled
1;0;0;3;0;Room_Type 1;74;11;9;0;0;0;133.8;2;Not_Canceled
2;1;0;1;0;Room_Type 1;9;7;23;0;0;0;169;0;Canceled
1;0;0;1;1;Room_Type 4;0;3;8;0;0;0;75;0;Not_Canceled
2;0;0;3;0;Room_Type 1;37;10;13;0;0;0;105;0;Not_Canceled
4;0;0;1;1;Room_Type 7;4;5;13;1;0;2;0;4;Not_Canceled
2;0;0;2;0;Room_Type 1;111;8;12;0;0;0;107.1;1;Not_Canceled
1;0;1;2;0;Room_Type 1;12;11;7;0;0;0;134.75;1;Not_Canceled
3;0;0;1;0;Room_Type 4;35;4;22;0;0;0;137.7;0;Not_Canceled
2;0;2;2;0;Room_Type 1;63;9;3;0;0;0;106.88;2;Not_Canceled
2;0;0;4;0;Room_Type 1;296;9;21;0;0;0;117;1;Canceled
3;0;1;4;0;Room_Type 4;32;11;14;0;0;0;107.1;1;Canceled
3;0;1;0;0;Room_Type 4;45;7;10;0;0;0;146.7;2;Not_Canceled
1;0;3;5;0;Room_Type 1;6;8;16;0;0;0;85.63;2;Not_Canceled
2;0;2;0;0;Room_Type 4;12;9;4;0;0;0;154;0;Canceled
1;0;0;1;0;Room_Type 4;10;7;23;0;0;0;166;0;Not_Canceled
1;0;1;3;0;Room_Type 4;83;10;6;0;0;0;132.3;0;Canceled
2;0;0;1;0;Room_Type 1;105;4;6;0;0;0;75;0;Canceled
2;0;2;1;0;Room_Type 1;150;1;2;0;0;0;101;0;Not_Canceled
2;0;0;1;0;Room_Type 1;22;10;9;0;0;0;82.39;2;Not_Canceled
2;0;0;1;0;Room_Type 7;0;11;29;1;0;2;0;3;Not_Canceled
3;0;2;3;0;Room_Type 4;70;4;10;0;0;0;130.05;2;Not_Canceled
2;0;2;3;0;Room_Type 1;49;6;17;0;0;0;72.25;1;Not_Canceled
2;0;1;2;0;Room_Type 1;75;7;8;0;0;0;115.5;1;Not_Canceled
2;0;0;3;0;Room_Type 1;37;10;13;0;0;0;105;0;Not_Canceled
1;0;0;1;0;Room_Type 1;68;12;2;0;0;0;65;2;Not_Canceled
3;0;2;1;1;Room_Type 4;97;8;20;0;0;0;159.3;2;Not_Canceled
2;0;2;2;0;Room_Type 4;106;4;17;0;0;0;90.95;1;Not_Canceled
2;0;0;3;0;Room_Type 1;10;5;31;0;0;0;111.35;1;Not_Canceled
2;0;0;3;0;Room_Type 4;8;12;29;0;0;0;142.67;0;Not_Canceled
2;1;0;3;0;Room_Type 1;142;8;31;0;0;0;175.65;0;Canceled
2;0;0;1;0;Room_Type 1;25;9;5;0;0;0;105;1;Canceled
1;0;1;2;0;Room_Type 1;118;6;6;0;0;0;110;0;Not_Canceled
2;0;1;3;0;Room_Type 4;225;10;31;0;0;0;129.63;1;Canceled
2;0;0;3;0;Room_Type 1;59;3;31;0;0;0;90.9;1;Not_Canceled
2;0;2;2;0;Room_Type 1;152;12;18;0;0;0;74.8;2;Not_Canceled
2;0;2;3;0;Room_Type 1;276;5;13;0;0;0;61;0;Canceled
2;2;2;1;0;Room_Type 6;4;2;6;0;0;0;198;0;Not_Canceled
1;0;0;3;0;Room_Type 1;37;10;13;0;0;0;95;0;Not_Canceled
2;0;1;0;0;Room_Type 1;54;12;5;0;0;0;79.2;2;Not_Canceled
1;1;1;1;0;Room_Type 1;60;4;30;0;0;0;143.1;0;Canceled
2;0;0;3;0;Room_Type 6;159;5;26;0;0;0;198.9;0;Canceled
2;0;0;3;0;Room_Type 1;15;7;5;0;0;0;151;1;Not_Canceled
2;0;1;1;0;Room_Type 1;1;8;10;0;0;0;114;0;Not_Canceled
2;0;0;2;0;Room_Type 4;110;4;20;0;0;0;90.95;0;Not_Canceled
2;0;0;2;0;Room_Type 1;3;11;20;0;0;0;122;1;Not_Canceled
2;0;0;1;0;Room_Type 1;1;5;11;0;0;0;141;0;Not_Canceled
2;0;4;6;0;Room_Type 1;33;3;5;0;0;0;64.46;1;Not_Canceled
2;0;0;2;0;Room_Type 1;39;8;14;0;0;0;101.5;0;Not_Canceled
2;0;0;2;0;Room_Type 1;0;8;6;0;0;0;81;0;Not_Canceled
1;0;0;2;0;Room_Type 1;103;4;19;0;0;0;115;0;Canceled
2;0;1;1;0;Room_Type 4;67;4;9;0;0;0;137.7;0;Canceled
2;0;0;3;0;Room_Type 1;60;6;21;0;0;0;99.9;1;Not_Canceled
2;0;0;2;0;Room_Type 4;64;5;27;0;0;0;140.4;0;Canceled
1;0;0;1;0;Room_Type 1;0;7;28;0;0;0;108.11;0;Not_Canceled
2;0;0;2;0;Room_Type 1;91;12;9;0;0;0;88;0;Canceled
2;0;0;4;0;Room_Type 1;145;5;3;0;0;0;99.45;0;Not_Canceled
2;0;0;1;0;Room_Type 1;184;10;12;0;0;0;98.1;0;Canceled
2;0;2;2;0;Room_Type 1;63;5;20;0;0;0;110;0;Not_Canceled
3;0;1;2;0;Room_Type 4;124;8;5;0;0;0;143.7;2;Not_Canceled
2;0;1;1;0;Room_Type 4;72;4;23;0;0;0;118.8;1;Not_Canceled
2;0;0;3;0;Room_Type 1;21;8;9;0;0;0;139;1;Not_Canceled
1;0;0;2;0;Room_Type 1;188;6;15;0;0;0;130;0;Canceled
2;0;2;3;0;Room_Type 4;184;9;22;0;0;0;137.28;0;Canceled
2;0;1;1;0;Room_Type 1;60;11;14;0;0;0;93.6;1;Not_Canceled
2;0;2;2;0;Room_Type 1;29;3;12;0;0;0;68;0;Not_Canceled
1;0;0;2;0;Room_Type 1;9;4;7;0;0;0;95;0;Canceled
2;0;1;2;1;Room_Type 1;18;10;16;0;0;0;129.33;1;Not_Canceled
2;0;1;1;0;Room_Type 1;60;9;21;0;0;0;65;0;Not_Canceled
2;1;0;2;0;Room_Type 2;22;11;18;0;0;0;109.1;3;Not_Canceled
2;0;0;3;0;Room_Type 1;6;9;15;0;0;0;108.72;0;Not_Canceled
2;0;2;4;0;Room_Type 1;53;11;13;0;0;0;88.4;1;Not_Canceled
2;0;1;2;0;Room_Type 1;151;8;5;0;0;0;63.75;0;Not_Canceled
1;0;1;0;0;Room_Type 1;0;6;20;0;0;0;101.52;0;Not_Canceled
2;0;2;1;0;Room_Type 1;44;4;23;0;0;0;95;1;Not_Canceled
2;0;1;2;0;Room_Type 1;18;10;5;0;0;0;107;1;Not_Canceled
2;0;2;2;0;Room_Type 1;117;5;13;0;0;0;99.45;1;Not_Canceled
1;0;0;4;0;Room_Type 1;0;7;6;0;0;0;147.5;1;Not_Canceled
1;0;1;2;0;Room_Type 1;32;7;25;0;0;0;130.5;1;Canceled
2;0;1;1;0;Room_Type 4;1;9;17;0;0;0;155.54;2;Not_Canceled
2;0;0;2;0;Room_Type 1;211;5;20;0;0;0;100;0;Canceled
2;2;0;2;0;Room_Type 1;5;12;8;0;0;0;111;1;Not_Canceled
2;0;2;5;0;Room_Type 4;2;11;6;0;0;0;78.2;1;Not_Canceled
1;0;0;2;0;Room_Type 1;74;9;18;0;0;0;87;0;Not_Canceled
2;0;0;1;0;Room_Type 4;61;9;30;0;0;0;132.3;1;Canceled
2;0;2;1;0;Room_Type 1;116;2;28;0;0;0;96;0;Not_Canceled
2;1;1;2;0;Room_Type 1;206;10;24;0;0;0;112.5;1;Canceled
2;0;0;4;0;Room_Type 1;30;8;30;0;0;0;84.55;2;Not_Canceled
1;0;0;1;1;Room_Type 1;7;6;22;1;0;7;98;1;Not_Canceled
2;0;2;2;0;Room_Type 1;85;7;17;0;0;0;94.5;0;Canceled
2;0;1;2;0;Room_Type 1;88;5;2;0;0;0;116.1;0;Canceled
2;1;1;2;0;Room_Type 1;94;8;5;0;0;0;134.1;0;Canceled
2;0;1;2;0;Room_Type 1;9;12;16;0;0;0;78;0;Not_Canceled
2;0;0;3;0;Room_Type 1;213;6;7;0;0;0;130;0;Canceled
1;0;0;2;0;Room_Type 1;99;2;19;0;0;0;80.5;0;Not_Canceled
2;0;1;3;0;Room_Type 1;193;8;18;0;0;0;99.45;1;Not_Canceled
1;0;2;4;0;Room_Type 1;3;1;17;0;0;0;76.3;1;Not_Canceled
1;0;0;2;0;Room_Type 1;102;10;16;0;0;0;80;0;Canceled
1;0;1;1;0;Room_Type 1;20;7;4;1;0;4;84;0;Not_Canceled
2;0;0;3;0;Room_Type 1;128;7;7;0;0;0;103.5;0;Canceled
2;0;2;5;0;Room_Type 1;15;12;28;0;0;0;98.11;2;Not_Canceled
1;0;0;1;0;Room_Type 1;8;11;23;0;0;0;94;0;Not_Canceled
2;0;0;1;0;Room_Type 1;56;6;8;0;0;0;120;0;Not_Canceled
2;0;2;1;0;Room_Type 4;97;4;16;0;0;0;102.3;0;Not_Canceled
2;0;0;3;0;Room_Type 1;1;5;10;0;0;0;95;0;Not_Canceled
1;0;0;2;0;Room_Type 1;3;6;24;0;0;0;95;0;Not_Canceled
1;0;0;2;0;Room_Type 1;27;9;22;0;0;0;83;0;Not_Canceled
2;0;0;2;0;Room_Type 1;102;10;16;0;0;0;109;0;Not_Canceled
1;0;0;1;0;Room_Type 1;2;11;25;0;0;0;67;0;Not_Canceled
2;0;2;2;0;Room_Type 4;32;9;25;0;0;0;134.78;1;Not_Canceled
1;0;1;4;0;Room_Type 1;23;8;31;0;0;0;92;1;Not_Canceled
2;0;2;1;0;Room_Type 1;145;8;29;0;0;0;94.5;0;Canceled
3;0;1;3;0;Room_Type 4;57;10;17;0;0;0;158.4;1;Canceled
2;0;2;5;0;Room_Type 1;157;8;25;0;0;0;80.75;0;Canceled
2;0;2;3;0;Room_Type 1;18;1;15;0;0;0;89;1;Not_Canceled
1;0;0;2;0;Room_Type 1;32;11;20;0;0;0;73;0;Not_Canceled
1;0;0;4;0;Room_Type 1;14;5;18;0;0;0;62;0;Not_Canceled
3;0;0;1;0;Room_Type 4;36;6;4;0;0;0;159.3;0;Canceled
3;0;0;2;0;Room_Type 4;130;6;9;0;0;0;159.3;0;Canceled
2;0;0;3;0;Room_Type 1;117;5;5;0;0;0;105.3;1;Not_Canceled
2;0;1;3;0;Room_Type 1;86;10;31;0;0;0;90.23;0;Canceled
2;0;1;2;0;Room_Type 1;19;9;23;0;0;0;107.03;1;Not_Canceled
2;0;1;2;0;Room_Type 1;302;9;16;0;0;0;100;0;Canceled
2;0;2;2;0;Room_Type 1;35;5;22;0;0;0;108.9;0;Not_Canceled
3;0;0;2;0;Room_Type 4;73;5;25;0;0;0;159.3;2;Not_Canceled
2;0;0;1;0;Room_Type 1;85;8;5;0;0;0;126.9;1;Not_Canceled
2;0;2;2;0;Room_Type 4;10;3;26;0;0;0;148.5;0;Canceled
2;0;2;2;0;Room_Type 1;117;6;5;0;0;0;110;1;Not_Canceled
1;0;1;2;0;Room_Type 1;10;10;14;0;0;0;119;0;Not_Canceled
2;0;0;3;0;Room_Type 1;279;10;12;0;0;0;110;0;Canceled
2;0;0;2;0;Room_Type 1;124;6;30;0;0;0;105.3;1;Not_Canceled
1;0;0;1;0;Room_Type 1;53;10;14;0;0;0;120;0;Not_Canceled
2;0;0;1;0;Room_Type 1;56;6;8;0;0;0;120;0;Not_Canceled
2;0;1;2;0;Room_Type 1;33;1;25;0;0;0;64;0;Not_Canceled
1;0;0;2;0;Room_Type 1;48;8;30;0;0;0;65;0;Canceled
2;0;1;0;0;Room_Type 1;0;8;10;0;0;0;75;0;Canceled
2;0;2;3;0;Room_Type 4;188;8;23;0;0;0;89.25;1;Not_Canceled
1;0;0;4;0;Room_Type 4;4;12;27;0;0;0;112.2;2;Not_Canceled
2;1;0;3;0;Room_Type 6;86;12;8;0;0;0;174;0;Canceled
2;0;0;2;0;Room_Type 1;317;9;15;0;0;0;120;0;Canceled
3;0;0;4;0;Room_Type 4;184;8;16;0;0;0;139.05;3;Not_Canceled
2;0;0;2;0;Room_Type 1;37;11;17;0;0;0;104;2;Not_Canceled
2;0;0;1;0;Room_Type 1;3;10;8;0;0;0;65;0;Canceled
3;0;2;3;0;Room_Type 4;117;7;8;0;0;0;136.85;2;Not_Canceled
2;0;0;1;1;Room_Type 1;1;4;13;0;0;0;101;0;Not_Canceled
2;0;0;1;0;Room_Type 1;55;4;6;0;0;0;104;0;Not_Canceled
2;0;1;2;0;Room_Type 1;203;9;5;0;0;0;80.75;0;Not_Canceled
2;0;0;3;0;Room_Type 1;12;8;5;0;0;0;65;0;Not_Canceled
1;0;1;0;0;Room_Type 1;39;9;25;0;0;0;138.7;0;Not_Canceled
0;2;0;4;0;Room_Type 2;215;11;30;0;0;0;67.26;0;Canceled
2;0;0;1;0;Room_Type 1;32;9;17;0;0;0;85.5;2;Not_Canceled
2;0;0;2;0;Room_Type 1;30;9;30;0;0;0;121;0;Not_Canceled
1;0;0;2;0;Room_Type 1;32;11;20;0;0;0;73;0;Not_Canceled
2;0;2;3;1;Room_Type 1;156;8;14;0;0;0;115.25;1;Canceled
2;1;2;1;0;Room_Type 4;108;3;19;0;0;0;116;2;Canceled
2;0;0;2;0;Room_Type 1;134;5;5;0;0;0;105.3;0;Canceled
2;0;2;3;0;Room_Type 1;64;2;21;0;0;0;65.75;0;Not_Canceled
1;2;1;1;0;Room_Type 4;18;7;23;0;0;0;187;0;Not_Canceled
2;0;2;5;0;Room_Type 1;53;8;8;0;0;0;85;0;Not_Canceled
2;0;0;4;0;Room_Type 4;12;12;28;0;0;0;125.8;2;Not_Canceled
2;0;2;5;0;Room_Type 1;142;7;4;0;0;0;94.11;0;Not_Canceled
2;0;0;4;0;Room_Type 1;97;3;23;0;0;0;65.42;1;Not_Canceled
1;0;2;3;0;Room_Type 1;3;10;16;0;0;0;95;0;Not_Canceled
2;0;1;1;0;Room_Type 1;247;6;6;0;0;0;115;1;Canceled
2;0;1;0;0;Room_Type 1;102;10;9;0;0;0;108;1;Canceled
4;0;0;1;0;Room_Type 4;26;4;13;0;0;0;182;2;Not_Canceled
2;0;2;2;0;Room_Type 1;48;10;23;0;0;0;94.5;0;Not_Canceled
2;0;1;2;0;Room_Type 1;50;11;18;0;0;0;93.6;2;Not_Canceled
2;0;1;3;0;Room_Type 4;104;7;21;0;0;0;123.3;2;Not_Canceled
2;0;0;3;0;Room_Type 1;3;1;14;0;0;0;52;0;Not_Canceled
2;0;0;4;0;Room_Type 4;55;11;18;0;0;0;60;1;Not_Canceled
2;0;0;3;0;Room_Type 1;6;1;7;0;0;0;89;0;Not_Canceled
2;0;2;4;0;Room_Type 1;29;12;30;0;0;0;84.67;0;Not_Canceled
2;0;0;1;1;Room_Type 1;2;12;11;0;0;0;94;0;Not_Canceled
2;0;0;2;0;Room_Type 1;106;7;21;0;0;0;55.08;0;Canceled
3;0;2;3;0;Room_Type 4;23;10;18;0;0;0;105;1;Not_Canceled
2;0;2;3;0;Room_Type 1;75;4;7;0;0;0;90.95;1;Not_Canceled
2;0;2;3;0;Room_Type 4;67;9;4;0;0;0;119.16;0;Canceled
2;0;1;0;0;Room_Type 1;40;8;28;0;0;0;109.8;0;Not_Canceled
1;0;1;1;0;Room_Type 1;85;12;3;0;0;0;98;0;Canceled
3;0;2;3;0;Room_Type 4;17;11;27;0;0;0;138.6;1;Canceled
4;0;0;3;0;Room_Type 7;11;8;24;0;0;0;227.15;1;Not_Canceled
2;0;0;2;1;Room_Type 4;4;12;11;0;0;0;116;0;Not_Canceled
2;0;2;1;0;Room_Type 1;179;9;24;0;0;0;126.9;2;Canceled
2;0;0;1;0;Room_Type 1;85;8;5;0;0;0;126.9;1;Not_Canceled
1;0;0;1;0;Room_Type 1;10;11;10;0;0;0;120;0;Canceled
2;0;2;5;0;Room_Type 1;137;8;2;0;0;0;103.09;0;Canceled
2;0;1;3;0;Room_Type 1;5;8;24;0;0;0;90;2;Not_Canceled
2;0;1;0;0;Room_Type 1;166;6;26;0;0;0;96.3;1;Not_Canceled
1;0;0;3;0;Room_Type 1;7;6;29;0;0;0;132.33;1;Not_Canceled
2;0;1;3;0;Room_Type 1;285;10;3;0;0;0;100;0;Canceled
1;0;2;2;0;Room_Type 1;62;11;6;0;0;0;140.63;1;Not_Canceled
1;0;2;1;0;Room_Type 1;1;2;28;0;0;0;60;0;Canceled
1;0;0;2;0;Room_Type 1;320;8;18;0;0;0;90;0;Not_Canceled
2;0;2;6;0;Room_Type 4;60;9;10;0;0;0;149.4;2;Not_Canceled
2;2;0;1;1;Room_Type 6;7;8;6;0;0;0;240;1;Not_Canceled
1;0;0;3;0;Room_Type 1;2;11;16;0;0;0;120;0;Not_Canceled
2;0;2;0;0;Room_Type 2;9;1;17;0;0;0;77.25;0;Not_Canceled
2;0;1;1;0;Room_Type 1;275;6;4;0;0;0;62.8;0;Canceled
2;0;0;1;0;Room_Type 1;83;9;30;0;0;0;112.2;0;Not_Canceled
2;0;2;3;0;Room_Type 4;189;7;30;0;0;0;103.7;1;Canceled
2;0;1;1;0;Room_Type 1;21;3;5;0;0;0;86;1;Not_Canceled
2;0;0;3;0;Room_Type 1;44;2;17;0;0;0;75;0;Not_Canceled
2;0;0;2;0;Room_Type 1;0;9;23;0;0;0;119.97;0;Not_Canceled
2;0;0;3;0;Room_Type 1;279;10;12;0;0;0;110;0;Canceled
1;0;0;1;0;Room_Type 1;10;1;28;0;0;0;66;0;Not_Canceled
1;0;0;3;0;Room_Type 1;71;6;14;0;0;0;120;0;Not_Canceled
2;0;0;2;0;Room_Type 1;74;9;18;0;0;0;109;0;Not_Canceled
2;0;2;1;0;Room_Type 4;54;4;10;0;0;0;118.8;2;Not_Canceled
2;0;0;3;0;Room_Type 4;87;10;6;0;0;0;132.3;0;Canceled
1;0;2;0;0;Room_Type 4;30;12;4;0;0;0;114;2;Not_Canceled
2;0;0;1;0;Room_Type 1;1;2;12;0;0;0;79;0;Not_Canceled
1;0;0;3;0;Room_Type 1;71;6;14;0;0;0;120;0;Not_Canceled
2;0;2;5;0;Room_Type 1;150;3;19;0;0;0;41.43;2;Not_Canceled
2;1;2;1;0;Room_Type 1;103;6;26;0;0;0;77.29;1;Canceled
2;0;1;2;0;Room_Type 1;19;2;19;0;0;0;93;1;Not_Canceled
2;0;0;3;0;Room_Type 1;197;8;18;0;0;0;112;1;Canceled
2;2;0;1;0;Room_Type 6;54;10;31;0;0;0;139.5;2;Not_Canceled
2;0;2;3;0;Room_Type 1;15;9;6;0;0;0;91.73;0;Not_Canceled
1;0;0;2;0;Room_Type 1;1;9;29;0;0;0;85;0;Not_Canceled
2;0;0;3;0;Room_Type 1;220;6;2;0;0;0;89.27;0;Canceled
2;0;0;3;0;Room_Type 1;34;9;23;0;0;0;224.67;0;Canceled
2;0;1;2;0;Room_Type 1;280;9;19;0;0;0;110;0;Canceled
2;0;0;2;1;Room_Type 4;6;1;22;0;0;0;108;1;Not_Canceled
2;0;1;2;0;Room_Type 1;49;11;14;0;0;0;75;0;Not_Canceled
2;0;0;1;0;Room_Type 1;5;4;19;0;0;0;89;0;Not_Canceled
3;0;0;1;0;Room_Type 1;55;3;31;0;0;0;127.82;1;Not_Canceled
2;0;2;1;0;Room_Type 1;22;8;21;0;0;0;139;1;Not_Canceled
3;0;0;1;0;Room_Type 4;60;7;9;0;0;0;152.1;2;Not_Canceled
2;0;1;3;0;Room_Type 1;7;3;28;0;0;0;109;1;Canceled
2;0;2;0;0;Room_Type 1;75;10;30;0;0;0;105;0;Canceled
2;0;1;2;0;Room_Type 1;94;11;4;0;0;0;90;0;Canceled
1;0;0;1;0;Room_Type 4;0;10;15;0;0;0;0;0;Not_Canceled
1;0;0;2;0;Room_Type 1;64;5;17;0;0;0;130;1;Not_Canceled
